date,yahoo_close,yahoo_adj_close,yahoo_adj_factor,stooq_close,stooq_adj_close,stooq_adj_factor,discrepancy,z_score
2018-01-02,34.573055267333984,23.443443298339844,0.9069030155661044,30.3771,30.3771,1.1751295938104447,0.26822657824434026,0.3015622357577523
2018-01-03,34.8292236328125,23.617149353027344,0.9136227854741938,30.6025,30.6025,1.1838491295938103,0.27022634411961644,0.3201902093063981
2018-01-04,34.90512466430664,23.668609619140625,0.9156135114066456,30.6689,30.6689,1.1864177949709864,0.27080428356434083,0.3255737598620641
2018-01-05,34.97153854370117,23.713645935058594,0.9173557286311472,30.7294,30.7294,1.1887582205029013,0.271402491871754,0.331146116438823
2018-01-08,34.582542419433594,23.449880599975582,0.9071520407707753,30.3849,30.3849,1.1754313346228238,0.2682792938520485,0.3020532857142151
2018-01-09,34.544593811035156,23.42414665222168,0.9061565302340578,30.3546,30.3546,1.1742591876208897,0.2681026573868318,0.3004079034009837
2018-01-10,34.60151672363281,23.46274757385254,0.9076497960391342,30.4025,30.4025,1.1761121856866537,0.26846238964751945,0.3037588371875493
2018-01-11,34.68690872192383,23.520641326904297,0.9098893996057654,30.4787,30.4787,1.1790599613152803,0.2691705617095149,0.31035551462956223
2018-01-12,34.667930603027344,23.50778007507324,0.909391865693144,30.464,30.464,1.1784912959381044,0.2690994302449604,0.3096929195445177
2018-01-16,34.724857330322266,23.546377182006836,0.9108849839277289,30.5098,30.5098,1.180263056092843,0.2693780721651142,0.3122884905472743
2018-01-17,35.275142669677734,23.919509887695312,0.9253195177839044,30.9958,30.9958,1.199063829787234,0.2737443120033296,0.3529603517980755
2018-01-18,35.09487533569336,23.797277450561523,0.9205909903049876,30.8388,30.8388,1.192990328820116,0.27239933851512843,0.3404318198976193
2018-01-19,35.04743957519531,23.765125274658203,0.9193471924160573,30.7949,30.7949,1.1912920696324951,0.2719448772164378,0.3361984778071491
2018-01-22,35.0379524230957,23.75868034362793,0.9190978720704029,30.786,30.786,1.1909477756286266,0.2718499035582237,0.3353137908470889
2018-01-23,34.93358612060547,23.687910079956055,0.9163601443091838,30.6943,30.6943,1.1874003868471952,0.2710402425380114,0.3277717359223837
2018-01-24,35.0379524230957,23.75868034362793,0.9190978720704029,30.786,30.786,1.1909477756286266,0.2718499035582237,0.3353137908470889
2018-01-25,35.32258224487305,23.951683044433594,0.9265641273105388,31.0388,31.0388,1.2007272727272726,0.2741631454167338,0.35686181738594347
2018-01-26,37.01138687133789,25.096830368041992,0.9708638296977498,32.5203,32.5203,1.2580386847195357,0.28717485502178597,0.4780668971116379
2018-01-29,37.0208740234375,25.1032657623291,0.971112781117175,32.529,32.529,1.2583752417794971,0.2872624606623221,0.4788829504180749
2018-01-30,35.86337661743164,24.31839179992676,0.9407501524587644,31.5111,31.5111,1.2189980657640231,0.2782479133052588,0.3949117456903217
2018-01-31,35.14231491088867,23.829448699951172,0.9218355260463762,30.8769,30.8769,1.1944642166344293,0.27262869058805306,0.34256825216731035
2018-02-01,34.94307327270508,23.913856506347656,0.9251008183152689,30.9881,30.9881,1.1987659574468084,0.27366513913153945,0.35222285038367934
2018-02-02,34.734344482421875,23.771005630493164,0.9195746723289464,30.8026,30.8026,1.1915899419729208,0.2720152696439744,0.33685418870530387
2018-02-05,32.89373779296875,22.51135635375977,0.8708454940641616,29.1709,29.1709,1.1284680851063829,0.2576225910422213,0.20278527613793132
2018-02-06,33.47248458862305,22.90743637084961,0.8861677382128992,29.6843,29.6843,1.1483288201160542,0.262161081903155,0.24506166896645096
2018-02-07,33.1878547668457,22.712642669677734,0.8786321986269303,29.4315,29.4315,1.138549323017408,0.25991712439047765,0.2241590314591147
2018-02-08,31.907020568847656,21.836082458496097,0.8447227132015457,28.2956,28.2956,1.0946073500967117,0.24988463689516605,0.13070563573899083
2018-02-09,32.40986633300781,22.18021774291992,0.8580354899653909,28.7416,28.7416,1.111860735009671,0.25382524504428006,0.16741270493884716
2018-02-12,32.88425064086914,22.504871368408203,0.8705946242283447,29.1622,29.1622,1.1281315280464215,0.2575369038180768,0.20198709302832113
2018-02-13,33.149906158447266,22.686676025390625,0.8776276862902217,29.3992,29.3992,1.1372998065764022,0.2596721202861805,0.22187679930855
